gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
RPL19,4.00E-28,-0.682725398,0.675,0.981,1.52E-23,-0.306,17.89812308,29.33468552,ENSG00000108298,17,+,protein_coding,no,ribosomal protein L19
AC058791.1,4.21E-28,-1.287921477,0.089,0.407,1.60E-23,-0.318,0.254074037,2.062147972,ENSG00000273319,7,+,lncRNA,no,novel transcript
RBM3,7.55E-28,-0.95791379,0.172,0.518,2.88E-23,-0.346,0.641991513,2.189566725,ENSG00000102317,X,+,protein_coding,no,RNA binding motif protein 3
SNRPG,1.18E-27,-0.989653594,0.196,0.526,4.49E-23,-0.33,0.577889382,2.133227798,ENSG00000143977,2,-,protein_coding,no,small nuclear ribonucleoprotein polypeptide G
RPL3,1.56E-27,-0.663849648,0.724,0.97,5.95E-23,-0.246,15.40883139,24.99658546,ENSG00000100316,22,-,protein_coding,no,ribosomal protein L3
RPL18A,2.14E-27,-0.688022689,0.687,0.974,8.18E-23,-0.287,13.81899558,22.87449729,ENSG00000105640,19,+,protein_coding,no,ribosomal protein L18a
KIAA1551,2.29E-27,1.12733023,0.571,0.306,8.75E-23,0.265,3.67558712,1.140306346,ENSG00000174718,12,+,protein_coding,no,retroelement silencing factor 1
LINC00324,3.53E-27,1.328632074,0.236,0.051,1.35E-22,0.185,1.876532261,0.145278589,ENSG00000178977,17,-,lncRNA,no,long intergenic non-protein coding RNA 324
MACF1,3.92E-27,1.193696979,0.62,0.373,1.49E-22,0.247,4.852856387,1.558758341,ENSG00000127603,1,+,protein_coding,yes,microtubule actin crosslinking factor 1
GBP5,4.91E-27,1.045758278,0.506,0.237,1.87E-22,0.269,2.8937387,0.88608905,ENSG00000154451,1,-,protein_coding,no,guanylate binding protein 5
PPP1CB,6.55E-27,-1.061608657,0.224,0.554,2.50E-22,-0.33,0.84160938,2.84391316,ENSG00000213639,2,+,protein_coding,yes,protein phosphatase 1 catalytic subunit beta
AMD1,7.06E-27,-0.909046285,0.402,0.739,2.69E-22,-0.337,2.043650428,4.715378152,ENSG00000123505,6,+,protein_coding,no,adenosylmethionine decarboxylase 1
RPS4X,8.32E-27,-0.769050635,0.669,0.94,3.17E-22,-0.271,10.77057988,19.05881017,ENSG00000198034,X,-,protein_coding,no,ribosomal protein S4 X-linked
AC025164.1,1.18E-26,0.972338885,0.307,0.086,4.49E-22,0.221,1.633626745,0.342304523,ENSG00000245904,12,+,lncRNA,no,"novel transcript, antisense to BTG1"
SLC14A1,1.74E-26,0.68660629,0.178,0.026,6.64E-22,0.152,0.726454664,0.072669889,ENSG00000141469,18,+,protein_coding,yes,solute carrier family 14 member 1 (Kidd blood group)
TGOLN2,2.35E-26,1.009930267,0.525,0.268,8.95E-22,0.257,2.750305234,0.862290003,ENSG00000152291,2,-,protein_coding,yes,trans-golgi network protein 2
GABPB1-AS1,2.43E-26,1.13777532,0.469,0.212,9.26E-22,0.257,3.009095137,0.821972688,ENSG00000244879,15,+,lncRNA,no,GABPB1 antisense RNA 1
ATP5ME,3.05E-26,-0.962623963,0.35,0.669,1.16E-21,-0.319,1.449319825,3.773359954,ENSG00000169020,4,-,protein_coding,no,ATP synthase membrane subunit e
OXNAD1,3.05E-26,0.81885676,0.313,0.096,1.16E-21,0.217,1.220554104,0.25881211,ENSG00000154814,3,+,protein_coding,no,oxidoreductase NAD binding domain containing 1
ARGLU1,3.09E-26,1.073651801,0.666,0.465,1.18E-21,0.201,4.851538945,1.780153036,ENSG00000134884,13,-,protein_coding,no,arginine and glutamate rich 1
GOLGA8N,3.42E-26,0.598073482,0.144,0.014,1.30E-21,0.13,0.564959391,0.033867813,ENSG00000232653,15,+,protein_coding,no,golgin A8 family member N
CD55,4.16E-26,-1.098292639,0.199,0.526,1.59E-21,-0.327,0.779162131,2.809206832,ENSG00000196352,1,+,protein_coding,yes,CD55 molecule (Cromer blood group)
HIST1H1D,4.55E-26,0.927230057,0.264,0.068,1.74E-21,0.196,1.277107105,0.197455542,ENSG00000124575,6,-,protein_coding,no,"H1.3 linker histone, cluster member"
PNISR,4.70E-26,1.062183897,0.69,0.487,1.79E-21,0.203,5.065015654,1.904575783,ENSG00000132424,6,-,protein_coding,yes,PNN interacting serine and arginine rich protein
SDCBP,5.37E-26,-1.022083651,0.178,0.51,2.05E-21,-0.332,0.725240558,2.503704705,ENSG00000137575,8,+,protein_coding,yes,syndecan binding protein
IKZF1,6.83E-26,1.02593157,0.617,0.376,2.60E-21,0.241,3.814477684,1.364356726,ENSG00000185811,7,+,protein_coding,no,IKAROS family zinc finger 1
POMP,9.43E-26,-0.960045226,0.169,0.486,3.60E-21,-0.317,0.505917688,1.929568413,ENSG00000132963,13,+,protein_coding,no,proteasome maturation protein
RPS16,1.19E-25,-0.6668416,0.706,0.963,4.53E-21,-0.257,11.71089994,19.17974268,ENSG00000105193,19,-,protein_coding,no,ribosomal protein S16
UBC,1.26E-25,-1.067165703,0.638,0.867,4.82E-21,-0.229,7.916930095,17.68375866,ENSG00000150991,12,-,protein_coding,yes,ubiquitin C
RPL18,1.78E-25,-0.613810871,0.718,0.959,6.79E-21,-0.241,11.34934709,17.89815822,ENSG00000063177,19,-,protein_coding,no,ribosomal protein L18
NOP56,2.06E-25,-0.89223321,0.187,0.513,7.85E-21,-0.326,0.697741952,2.151088783,ENSG00000101361,20,+,protein_coding,no,NOP56 ribonucleoprotein
ELF1,2.27E-25,-0.887033091,0.371,0.688,8.65E-21,-0.317,1.626273806,3.856949297,ENSG00000120690,13,-,protein_coding,no,E74 like ETS transcription factor 1
RPS23,2.49E-25,-0.650082601,0.675,0.976,9.50E-21,-0.301,20.3020214,32.42836836,ENSG00000186468,5,-,protein_coding,no,ribosomal protein S23
ZNF248,2.64E-25,0.497910625,0.12,0.008,1.01E-20,0.112,0.435633999,0.016617782,ENSG00000198105,10,-,protein_coding,no,zinc finger protein 248
AC023157.3,2.69E-25,0.534014483,0.11,0.006,1.02E-20,0.104,0.46355878,0.010778026,ENSG00000276900,12,+,lncRNA,no,"novel transcript, antisense to AMN1"
ACTB,4.16E-25,-0.817673615,0.718,0.898,1.58E-20,-0.18,7.618010757,14.18977415,ENSG00000075624,7,-,protein_coding,yes,actin beta
NDUFA1,7.09E-25,-0.861249285,0.331,0.641,2.70E-20,-0.31,1.191733229,2.981526042,ENSG00000125356,X,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A1
LINC-PINT,7.72E-25,-0.927439671,0.307,0.621,2.95E-20,-0.314,1.626991297,3.996268784,ENSG00000231721,7,-,lncRNA,no,"long intergenic non-protein coding RNA, p53 induced transcript"
PGK1,7.85E-25,-1.0040678,0.169,0.48,2.99E-20,-0.311,0.57189073,2.152658126,ENSG00000102144,X,+,protein_coding,no,phosphoglycerate kinase 1
DDX27,8.08E-25,-0.990717457,0.123,0.443,3.08E-20,-0.32,0.483812266,1.948591632,ENSG00000124228,20,+,protein_coding,no,DEAD-box helicase 27
C12orf75,8.64E-25,-1.026163741,0.046,0.335,3.30E-20,-0.289,0.149155144,1.34037113,ENSG00000235162,12,+,protein_coding,no,chromosome 12 open reading frame 75
COX7B,1.17E-24,-0.901230544,0.267,0.577,4.45E-20,-0.31,0.876827723,2.505272911,ENSG00000131174,X,+,protein_coding,no,cytochrome c oxidase subunit 7B
POLR2A,1.19E-24,-0.865742945,0.144,0.47,4.55E-20,-0.326,0.587169529,1.89226387,ENSG00000181222,17,+,protein_coding,no,RNA polymerase II subunit A
AP000911.1,1.64E-24,0.514559174,0.101,0.004,6.25E-20,0.097,0.442572714,0.009810698,ENSG00000204241,11,+,lncRNA,no,long intergenic non-protein coding RNA 2731
RPS3A,2.02E-24,-0.621258529,0.699,0.97,7.72E-20,-0.271,17.73562049,27.81943969,ENSG00000145425,4,+,protein_coding,no,ribosomal protein S3A
SOD1,2.30E-24,-0.864015545,0.411,0.704,8.79E-20,-0.293,1.881127509,4.243932282,ENSG00000142168,21,+,protein_coding,yes,superoxide dismutase 1
ROMO1,3.36E-24,-0.908229165,0.212,0.53,1.28E-19,-0.318,0.809497196,2.395956638,ENSG00000125995,20,+,protein_coding,no,reactive oxygen species modulator 1
KLRD1,3.76E-24,1.31635219,0.626,0.374,1.43E-19,0.252,8.698315462,2.894348493,ENSG00000134539,12,+,protein_coding,yes,killer cell lectin like receptor D1
GNL3,4.09E-24,-0.866863029,0.12,0.432,1.56E-19,-0.312,0.469826338,1.680512267,ENSG00000163938,3,+,protein_coding,no,G protein nucleolar 3
RPS21,5.02E-24,-0.759777265,0.586,0.911,1.92E-19,-0.325,8.459194108,15.01658358,ENSG00000171858,20,+,protein_coding,no,ribosomal protein S21
TMSB4X,5.20E-24,-0.665526683,0.862,0.981,1.98E-19,-0.119,35.31368713,56.59885391,ENSG00000205542,X,+,protein_coding,no,thymosin beta 4 X-linked
REL,5.51E-24,-1.123101822,0.396,0.679,2.10E-19,-0.283,2.162965576,5.889406367,ENSG00000162924,2,+,protein_coding,no,"REL proto-oncogene, NF-kB subunit"
ATP5MG,6.13E-24,-0.739886221,0.488,0.775,2.34E-19,-0.287,2.399793713,4.677805513,ENSG00000167283,11,+,protein_coding,no,ATP synthase membrane subunit g
HSPH1,9.55E-24,-0.89601925,0.433,0.741,3.64E-19,-0.308,6.450278769,12.86440365,ENSG00000120694,13,-,protein_coding,no,heat shock protein family H (Hsp110) member 1
UBA52,9.58E-24,-0.613041948,0.629,0.94,3.65E-19,-0.311,8.238393191,13.12994453,ENSG00000221983,19,+,protein_coding,yes,ubiquitin A-52 residue ribosomal protein fusion product 1
COX7C,1.04E-23,-0.724226273,0.546,0.86,3.95E-19,-0.314,4.14774484,7.504148664,ENSG00000127184,5,+,protein_coding,no,cytochrome c oxidase subunit 7C
ODC1,1.12E-23,-1.034852931,0.077,0.368,4.29E-19,-0.291,0.244981377,1.550848281,ENSG00000115758,2,-,protein_coding,no,ornithine decarboxylase 1
TMA7,1.39E-23,-0.671950645,0.601,0.902,5.29E-19,-0.301,5.03647764,8.617471232,ENSG00000232112,3,+,protein_coding,no,translation machinery associated 7 homolog
B4GALT1,1.52E-23,-0.858581304,0.11,0.422,5.80E-19,-0.312,0.478772864,1.681391317,ENSG00000086062,9,-,protein_coding,yes,"beta-1,4-galactosyltransferase 1"
MRPL1,1.61E-23,-0.992758925,0.123,0.432,6.13E-19,-0.309,0.489471709,1.964029172,ENSG00000169288,4,+,protein_coding,no,mitochondrial ribosomal protein L1
ISCA1,1.81E-23,-0.852468278,0.089,0.383,6.89E-19,-0.294,0.298346808,1.344278673,ENSG00000135070,9,-,protein_coding,no,iron-sulfur cluster assembly 1
SEC61G,1.96E-23,-0.844269586,0.166,0.478,7.47E-19,-0.312,0.596758737,1.866749669,ENSG00000132432,7,-,protein_coding,no,SEC61 translocon subunit gamma
TMSB10,2.37E-23,-0.616879972,0.721,0.975,9.03E-19,-0.254,18.9881237,29.65288838,ENSG00000034510,2,+,protein_coding,no,thymosin beta 10
MKNK2,3.25E-23,-0.892407004,0.113,0.415,1.24E-18,-0.302,0.412410994,1.621816945,ENSG00000099875,19,-,protein_coding,no,MAPK interacting serine/threonine kinase 2
PTGDR,3.63E-23,0.761392368,0.255,0.069,1.38E-18,0.186,1.043657349,0.205608053,ENSG00000168229,14,+,protein_coding,yes,prostaglandin D2 receptor
PABPC4,5.44E-23,-0.874564389,0.095,0.396,2.07E-18,-0.301,0.35319044,1.481012973,ENSG00000090621,1,-,protein_coding,no,poly(A) binding protein cytoplasmic 4
DDX5,6.60E-23,-0.622590708,0.89,0.973,2.52E-18,-0.083,10.01167471,15.95398722,ENSG00000108654,17,-,protein_coding,no,DEAD-box helicase 5
RPL13A,8.09E-23,-0.536679761,0.801,0.978,3.08E-18,-0.177,18.55610265,27.36867255,ENSG00000142541,19,+,protein_coding,no,ribosomal protein L13a
A2M-AS1,8.90E-23,0.949182772,0.206,0.046,3.39E-18,0.16,1.182812455,0.130534805,ENSG00000245105,12,+,lncRNA,no,A2M antisense RNA 1
GABPB1-IT1,9.07E-23,0.813433057,0.313,0.108,3.46E-18,0.205,1.288938755,0.302466083,ENSG00000285410,15,-,lncRNA,no,GABPB1 intronic transcript
SELENOS,9.43E-23,-0.811351747,0.107,0.416,3.60E-18,-0.309,0.420543993,1.492848587,ENSG00000131871,15,-,protein_coding,yes,selenoprotein S
INPP4A,9.52E-23,0.865406579,0.301,0.101,3.63E-18,0.2,1.336771322,0.282634376,ENSG00000040933,2,+,protein_coding,yes,inositol polyphosphate-4-phosphatase type I A
CCL3,9.58E-23,1.610217025,0.304,0.101,3.65E-18,0.203,4.20302089,0.704244674,ENSG00000277632,17,-,protein_coding,no,C-C motif chemokine ligand 3
SNHG25,1.05E-22,-1.018153113,0.138,0.427,4.00E-18,-0.289,0.39744088,1.830271322,ENSG00000266402,17,+,lncRNA,no,small nucleolar RNA host gene 25
CLNK,1.17E-22,0.43715073,0.08,0.001,4.48E-18,0.079,0.355239166,9.69E-04,ENSG00000109684,4,-,protein_coding,no,cytokine dependent hematopoietic cell linker
BZW1,1.34E-22,-0.81333354,0.267,0.575,5.12E-18,-0.308,1.015906417,2.542486136,ENSG00000082153,2,+,protein_coding,no,basic leucine zipper and W2 domains 1
VIM,1.43E-22,-1.005040786,0.601,0.793,5.45E-18,-0.192,4.384950819,9.807597563,ENSG00000026025,10,+,protein_coding,yes,vimentin
NKTR,1.65E-22,1.01476461,0.613,0.391,6.30E-18,0.222,4.040609577,1.494643402,ENSG00000114857,3,+,protein_coding,yes,natural killer cell triggering receptor
CAPN12,1.79E-22,0.468976936,0.138,0.017,6.82E-18,0.121,0.450388575,0.047872022,ENSG00000182472,19,-,protein_coding,no,calpain 12
RPS9,1.87E-22,-0.588480459,0.666,0.953,7.13E-18,-0.287,9.027018143,14.07724774,ENSG00000170889,19,+,protein_coding,no,ribosomal protein S9
COX7A2,2.08E-22,-0.750586772,0.331,0.637,7.92E-18,-0.306,1.363546679,2.976612895,ENSG00000112695,6,-,protein_coding,no,cytochrome c oxidase subunit 7A2
S100A4,2.11E-22,-0.84689182,0.515,0.79,8.05E-18,-0.275,4.920847151,9.649364463,ENSG00000196154,1,-,protein_coding,no,S100 calcium binding protein A4
EIF4A3,2.20E-22,-0.733232765,0.129,0.441,8.38E-18,-0.312,0.619947996,1.692936601,ENSG00000141543,17,-,protein_coding,no,eukaryotic translation initiation factor 4A3
METAP2,2.27E-22,-0.900154702,0.172,0.478,8.67E-18,-0.306,0.629846548,2.041727353,ENSG00000111142,12,+,protein_coding,yes,methionyl aminopeptidase 2
RMRP,2.28E-22,0.620035492,0.166,0.028,8.71E-18,0.138,0.651944162,0.074845598,ENSG00000269900,9,-,lncRNA,no,RNA component of mitochondrial RNA processing endoribonuclease
EIF2S2,2.34E-22,-0.899118848,0.245,0.562,8.94E-18,-0.317,1.017808439,2.763064627,ENSG00000125977,20,-,protein_coding,no,eukaryotic translation initiation factor 2 subunit beta
YPEL1,2.52E-22,0.733973964,0.218,0.052,9.62E-18,0.166,0.926869171,0.15852137,ENSG00000100027,22,-,protein_coding,no,yippee like 1
G3BP2,2.69E-22,-0.942096023,0.169,0.466,1.03E-17,-0.297,0.552305241,1.982471384,ENSG00000138757,4,-,protein_coding,no,G3BP stress granule assembly factor 2
IL7R,3.59E-22,-1.140267823,0.264,0.571,1.37E-17,-0.307,4.386375115,10.87275245,ENSG00000168685,5,+,protein_coding,yes,interleukin 7 receptor
SNHG6,3.96E-22,-0.725331565,0.423,0.734,1.51E-17,-0.311,2.314554094,4.479887833,ENSG00000245910,8,-,lncRNA,no,small nucleolar RNA host gene 6
GSPT1,4.03E-22,-0.899884658,0.107,0.395,1.54E-17,-0.288,0.37579441,1.567117902,ENSG00000103342,16,-,protein_coding,no,G1 to S phase transition 1
RSL24D1,4.10E-22,-0.834124975,0.212,0.511,1.56E-17,-0.299,0.719573872,2.065614033,ENSG00000137876,15,-,protein_coding,no,ribosomal L24 domain containing 1
EVL,4.55E-22,0.939165966,0.567,0.334,1.74E-17,0.233,3.205109038,1.193108584,ENSG00000196405,14,+,protein_coding,no,Enah/Vasp-like
HNRNPA1,4.63E-22,-0.873801984,0.472,0.686,1.77E-17,-0.214,2.144415173,4.762096014,ENSG00000135486,12,+,protein_coding,no,heterogeneous nuclear ribonucleoprotein A1
ATP5F1B,4.67E-22,-0.869528708,0.166,0.45,1.78E-17,-0.284,0.463355284,1.673646609,ENSG00000110955,12,-,protein_coding,yes,ATP synthase F1 subunit beta
RPL14,4.94E-22,-0.58950854,0.69,0.966,1.88E-17,-0.276,13.30372178,20.52329744,ENSG00000188846,3,+,protein_coding,no,ribosomal protein L14
HIST1H2BD,5.20E-22,0.750999881,0.227,0.058,1.98E-17,0.169,0.969994344,0.170554094,ENSG00000158373,6,+,protein_coding,no,H2B clustered histone 5
SLFN5,6.36E-22,0.968338828,0.42,0.198,2.42E-17,0.222,2.288972916,0.680975037,ENSG00000166750,17,+,protein_coding,no,schlafen family member 5
RPL23,6.78E-22,-0.66220189,0.629,0.907,2.59E-17,-0.278,5.877235236,9.88319753,ENSG00000125691,17,-,protein_coding,no,ribosomal protein L23
PCSK7,7.09E-22,1.202816312,0.466,0.241,2.70E-17,0.225,3.146651791,0.801415015,ENSG00000160613,11,-,protein_coding,no,proprotein convertase subtilisin/kexin type 7
DDX24,8.73E-22,-0.859629204,0.506,0.769,3.33E-17,-0.263,2.471446741,5.299189625,ENSG00000089737,14,-,protein_coding,no,DEAD-box helicase 24
SEC62,1.05E-21,-0.854603381,0.328,0.623,4.01E-17,-0.295,1.2542102,3.07620167,ENSG00000008952,3,+,protein_coding,no,"SEC62 homolog, preprotein translocation factor"
PAIP2,1.28E-21,-0.800433064,0.288,0.583,4.87E-17,-0.295,1.082997106,2.627797426,ENSG00000120727,5,+,protein_coding,no,poly(A) binding protein interacting protein 2
N4BP2L2,1.28E-21,0.816514923,0.709,0.491,4.88E-17,0.218,4.561644523,2.157968134,ENSG00000244754,13,-,protein_coding,no,NEDD4 binding protein 2 like 2
PPIA,1.46E-21,-0.692648687,0.5,0.787,5.57E-17,-0.287,2.959289464,5.399194129,ENSG00000196262,7,+,protein_coding,no,peptidylprolyl isomerase A
HLA-E,1.53E-21,-0.632909659,0.785,0.901,5.83E-17,-0.116,6.21715655,10.19156748,ENSG00000204592,6,+,protein_coding,yes,"major histocompatibility complex, class I, E"
RPS3,1.55E-21,-0.587641883,0.696,0.98,5.89E-17,-0.284,21.56830722,32.91539024,ENSG00000149273,11,+,protein_coding,yes,ribosomal protein S3
RBM8A,1.58E-21,-0.734026722,0.374,0.677,6.02E-17,-0.303,1.574947804,3.28284632,ENSG00000265241,1,-,protein_coding,no,RNA binding motif protein 8A
LINC00513,1.72E-21,-0.897085731,0.049,0.309,6.57E-17,-0.26,0.137169314,1.117750756,ENSG00000233559,7,+,lncRNA,no,long intergenic non-protein coding RNA 513
ANKRD44,1.91E-21,0.946104147,0.488,0.26,7.29E-17,0.228,2.545996298,0.840486136,ENSG00000065413,2,-,protein_coding,no,ankyrin repeat domain 44
PLIN2,2.71E-21,-0.952940606,0.193,0.489,1.03E-16,-0.296,0.944318584,2.76383983,ENSG00000147872,9,-,protein_coding,yes,perilipin 2
RNF17,2.96E-21,0.367933788,0.071,0,1.13E-16,0.071,0.290503261,0,ENSG00000132972,13,+,protein_coding,no,ring finger protein 17
FTX,3.15E-21,0.866096302,0.34,0.136,1.20E-16,0.204,1.504252317,0.373906311,ENSG00000230590,X,-,lncRNA,no,"FTX transcript, XIST regulator"
VPS37B,3.27E-21,-0.922693195,0.12,0.411,1.25E-16,-0.291,0.484165693,1.813459818,ENSG00000139722,12,-,protein_coding,yes,VPS37B subunit of ESCRT-I
RPS10,3.43E-21,-0.935531573,0.537,0.783,1.31E-16,-0.246,4.224921021,8.993158953,ENSG00000124614,6,-,protein_coding,no,ribosomal protein S10
HIST1H2BH,3.53E-21,0.644817939,0.144,0.022,1.35E-16,0.122,0.644577644,0.051828275,ENSG00000275713,6,+,protein_coding,no,H2B clustered histone 9
SNRPF,3.65E-21,-0.788244901,0.166,0.46,1.39E-16,-0.294,0.576923605,1.723303306,ENSG00000139343,12,+,protein_coding,no,small nuclear ribonucleoprotein polypeptide F
ATF4,4.35E-21,-0.857478555,0.236,0.528,1.66E-16,-0.292,0.844252819,2.341544289,ENSG00000128272,22,+,protein_coding,no,activating transcription factor 4
AC243960.1,4.45E-21,0.800772391,0.279,0.092,1.70E-16,0.187,1.177120337,0.249757999,ENSG00000268027,19,+,lncRNA,no,"novel transcript, sense intronic to CEACAM21"
SQSTM1,4.46E-21,-0.89219741,0.331,0.614,1.70E-16,-0.283,1.563673436,3.758180203,ENSG00000161011,5,+,protein_coding,no,sequestosome 1
CCDC141,4.69E-21,0.417946873,0.101,0.007,1.79E-16,0.094,0.362200461,0.019592137,ENSG00000163492,2,-,protein_coding,no,coiled-coil domain containing 141
S100PBP,5.23E-21,0.630804097,0.178,0.036,1.99E-16,0.142,0.693118902,0.093443894,ENSG00000116497,1,+,protein_coding,no,S100P binding protein
AC092803.2,5.39E-21,0.300562233,0.089,0.004,2.06E-16,0.085,0.245568844,0.011322079,ENSG00000260805,1,-,lncRNA,no,novel transcript
PSMA7,5.50E-21,-0.738077247,0.328,0.618,2.10E-16,-0.29,1.347087879,2.914828498,ENSG00000101182,20,-,protein_coding,no,proteasome 20S subunit alpha 7
LRRC75A-AS1,5.57E-21,-0.866236182,0.313,0.583,2.13E-16,-0.27,1.241352595,3.085763802,ENSG00000175061,17,+,lncRNA,no,small nucleolar RNA host gene 29
TRIM73,5.98E-21,0.449926198,0.144,0.022,2.28E-16,0.122,0.448158229,0.060168107,ENSG00000178809,7,+,protein_coding,no,tripartite motif containing 73
ATP10D,6.15E-21,0.508535305,0.166,0.03,2.35E-16,0.136,0.535648524,0.079462217,ENSG00000145246,4,+,protein_coding,yes,ATPase phospholipid transporting 10D (putative)
JUNB,6.34E-21,-0.836034201,0.383,0.672,2.42E-16,-0.289,3.038790569,6.209791496,ENSG00000171223,19,+,protein_coding,no,"JunB proto-oncogene, AP-1 transcription factor subunit"
SRSF3,6.51E-21,-0.818724312,0.359,0.625,2.48E-16,-0.266,1.550526508,3.498735063,ENSG00000112081,6,+,protein_coding,no,serine and arginine rich splicing factor 3
SNRPB,7.14E-21,-0.807201215,0.187,0.466,2.72E-16,-0.279,0.568382081,1.744376236,ENSG00000125835,20,-,protein_coding,no,small nuclear ribonucleoprotein polypeptides B and B1
RPL26,8.66E-21,-0.580525199,0.675,0.972,3.30E-16,-0.297,17.83381446,27.16396434,ENSG00000161970,17,-,protein_coding,no,ribosomal protein L26
PSME1,8.77E-21,-0.814968182,0.383,0.664,3.34E-16,-0.281,1.675104565,3.706202722,ENSG00000092010,14,+,protein_coding,no,proteasome activator subunit 1
SAP18,8.77E-21,-0.798823074,0.294,0.576,3.35E-16,-0.282,1.05933897,2.582593589,ENSG00000150459,13,+,protein_coding,no,Sin3A associated protein 18
PTGES3,9.07E-21,-0.784429715,0.387,0.646,3.46E-16,-0.259,1.538782333,3.372827457,ENSG00000110958,12,-,protein_coding,no,prostaglandin E synthase 3
ATP2B1-AS1,9.10E-21,0.798865272,0.255,0.078,3.47E-16,0.177,1.079177092,0.19511328,ENSG00000271614,12,+,lncRNA,no,ATP2B1 antisense RNA 1
PDE4D,9.51E-21,-0.874976126,0.071,0.343,3.63E-16,-0.272,0.371980306,1.516181336,ENSG00000113448,5,-,protein_coding,yes,phosphodiesterase 4D
NDUFS5,9.89E-21,-0.891087569,0.276,0.552,3.77E-16,-0.276,0.899373374,2.522527826,ENSG00000168653,1,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit S5
TIPARP,1.16E-20,-0.872796661,0.074,0.341,4.44E-16,-0.267,0.268585974,1.323046379,ENSG00000163659,3,+,protein_coding,no,TCDD inducible poly(ADP-ribose) polymerase
PRDX1,1.22E-20,-0.846645216,0.184,0.466,4.67E-16,-0.282,0.694958722,2.048068562,ENSG00000117450,1,-,protein_coding,no,peroxiredoxin 1
CLEC2B,1.31E-20,-0.858518866,0.396,0.66,5.01E-16,-0.264,1.915010051,4.285425883,ENSG00000110852,12,-,protein_coding,yes,C-type lectin domain family 2 member B
CD3E,1.39E-20,-0.753802811,0.255,0.563,5.29E-16,-0.308,1.204883645,2.717944761,ENSG00000198851,11,+,protein_coding,yes,CD3e molecule
