gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
EDN3,6.36E-65,1.061896672,0.786,0.605,2.43E-60,0.181,4.933303483,1.842063729,ENSG00000124205,20,+,protein_coding,no,endothelin 3
RPS29,1.01E-64,-0.728676909,0.884,0.947,3.85E-60,-0.063,13.50092265,23.02974946,ENSG00000213741,14,-,protein_coding,no,ribosomal protein S29
NNMT,1.90E-64,-0.96347263,0.315,0.629,7.24E-60,-0.314,1.00543705,2.910598198,ENSG00000166741,11,+,protein_coding,no,nicotinamide N-methyltransferase
FRRS1L,2.71E-64,0.517618988,0.456,0.177,1.03E-59,0.279,0.73229144,0.210046661,ENSG00000260230,9,-,protein_coding,yes,ferric chelate reductase 1 like
SPSB1,3.21E-64,-0.854635977,0.135,0.421,1.22E-59,-0.286,0.099709136,0.988606695,ENSG00000171621,1,+,protein_coding,no,splA/ryanodine receptor domain and SOCS box containing 1
SGCG,5.32E-64,0.292677489,0.258,0.052,2.03E-59,0.206,0.276032069,0.041734113,ENSG00000102683,13,+,protein_coding,yes,sarcoglycan gamma
RCAN2,9.25E-64,0.804338108,0.805,0.651,3.53E-59,0.154,3.604541268,1.636674218,ENSG00000172348,6,-,protein_coding,no,regulator of calcineurin 2
ZNF503,1.66E-63,-0.735649822,0.406,0.652,6.32E-59,-0.246,0.719388429,1.863035034,ENSG00000165655,10,-,protein_coding,no,zinc finger protein 503
ACTB,2.33E-63,-0.781068119,0.922,0.961,8.90E-59,-0.039,9.530518835,17.09567142,ENSG00000075624,7,-,protein_coding,yes,actin beta
TUBA1C,2.35E-63,-1.067391459,0.297,0.536,8.95E-59,-0.239,0.28216532,1.686957965,ENSG00000167553,12,+,protein_coding,no,tubulin alpha 1c
FAM133B,3.30E-63,-0.79289518,0.613,0.794,1.26E-58,-0.181,1.27375552,2.939390189,ENSG00000234545,7,-,protein_coding,no,family with sequence similarity 133 member B
NR4A2,2.22E-62,-0.954083382,0.126,0.424,8.48E-58,-0.298,0.205194818,1.334882187,ENSG00000153234,2,-,protein_coding,no,nuclear receptor subfamily 4 group A member 2
ARID5B,2.28E-62,-1.103486722,0.57,0.752,8.70E-58,-0.182,1.422509555,4.205328015,ENSG00000150347,10,+,protein_coding,no,AT-rich interaction domain 5B
EFNB2,2.36E-62,-0.671921351,0.193,0.49,9.00E-58,-0.297,0.200251031,0.912231945,ENSG00000125266,13,-,protein_coding,yes,ephrin B2
BCL3,2.36E-62,-0.768104518,0.193,0.475,9.01E-58,-0.282,0.150451393,0.959254144,ENSG00000069399,19,+,protein_coding,yes,BCL3 transcription coactivator
EIF1B,2.49E-62,-1.182190103,0.699,0.794,9.50E-58,-0.095,1.848255528,5.46328982,ENSG00000114784,3,+,protein_coding,no,eukaryotic translation initiation factor 1B
RPL39,4.02E-62,-0.646647815,0.868,0.951,1.53E-57,-0.083,13.58098582,21.82691788,ENSG00000198918,X,-,protein_coding,no,ribosomal protein L39
ARIH1,4.63E-62,-0.684637768,0.363,0.615,1.77E-57,-0.252,0.470348469,1.363288698,ENSG00000166233,15,+,protein_coding,no,ariadne RBR E3 ubiquitin protein ligase 1
CCL2,8.93E-62,-1.702425009,0.149,0.439,3.41E-57,-0.29,0.353628066,3.405349241,ENSG00000108691,17,+,protein_coding,no,C-C motif chemokine ligand 2
VASN,1.00E-61,-0.926098549,0.449,0.65,3.82E-57,-0.201,0.71095315,2.251034361,ENSG00000168140,16,+,protein_coding,yes,vasorin
TRA2A,1.04E-61,-0.672818506,0.424,0.668,3.96E-57,-0.244,0.574278346,1.509689963,ENSG00000164548,7,-,protein_coding,no,transformer 2 alpha homolog
FUS,1.18E-61,-0.736101625,0.72,0.828,4.49E-57,-0.108,1.681974361,3.467281201,ENSG00000089280,16,+,protein_coding,no,FUS RNA binding protein
RPS27,3.53E-61,-0.630219078,0.935,0.967,1.35E-56,-0.032,27.88614673,43.70997833,ENSG00000177954,1,+,protein_coding,no,ribosomal protein S27
LINC00836,4.46E-61,0.294494124,0.264,0.057,1.70E-56,0.207,0.292082682,0.05351019,ENSG00000280809,10,+,lncRNA,no,long intergenic non-protein coding RNA 836
MAP3K8,7.88E-61,-0.567345567,0.178,0.474,3.01E-56,-0.296,0.20703608,0.788579651,ENSG00000107968,10,+,protein_coding,no,mitogen-activated protein kinase kinase kinase 8
FBXO32,1.50E-60,-1.029754149,0.405,0.637,5.71E-56,-0.232,0.688000984,2.4463516,ENSG00000156804,8,-,protein_coding,no,F-box protein 32
CHI3L2,2.06E-60,-1.645926256,0.332,0.589,7.85E-56,-0.257,0.950511991,5.104102228,ENSG00000064886,1,+,protein_coding,no,chitinase 3 like 2
PHGDH,2.85E-60,0.470590339,0.466,0.204,1.09E-55,0.262,0.636217234,0.180807641,ENSG00000092621,1,+,protein_coding,no,phosphoglycerate dehydrogenase
RUNX1,6.35E-60,-0.547421724,0.114,0.406,2.42E-55,-0.292,0.10961063,0.621664344,ENSG00000159216,21,-,protein_coding,no,RUNX family transcription factor 1
BHMT2,7.73E-60,0.463879295,0.474,0.196,2.95E-55,0.278,0.713793287,0.24255853,ENSG00000132840,5,+,protein_coding,no,betaine--homocysteine S-methyltransferase 2
LSMEM1,1.85E-59,-0.443429647,0.033,0.298,7.05E-55,-0.265,0.028809016,0.399008607,ENSG00000181016,7,+,protein_coding,no,leucine rich single-pass membrane protein 1
MYC,2.27E-59,-0.727262182,0.137,0.416,8.67E-55,-0.279,0.114885013,0.845685961,ENSG00000136997,8,+,protein_coding,no,"MYC proto-oncogene, bHLH transcription factor"
PRELP,4.28E-59,1.14066198,0.865,0.739,1.63E-54,0.126,8.151090467,3.150490057,ENSG00000188783,1,+,protein_coding,no,proline and arginine rich end leucine rich repeat protein
MPHOSPH8,5.92E-59,0.66928794,0.778,0.603,2.26E-54,0.175,2.364656321,1.115752997,ENSG00000196199,13,+,protein_coding,yes,M-phase phosphoprotein 8
HNRNPA2B1,7.53E-59,-0.587061318,0.865,0.921,2.87E-54,-0.056,4.104961877,6.668590891,ENSG00000122566,7,-,protein_coding,no,heterogeneous nuclear ribonucleoprotein A2/B1
GADD45A,9.50E-59,-0.925027618,0.368,0.609,3.63E-54,-0.241,0.608061083,2.053258688,ENSG00000116717,1,+,protein_coding,no,growth arrest and DNA damage inducible alpha
CALD1,9.88E-59,0.590024099,0.916,0.891,3.77E-54,0.025,7.656448873,4.750754345,ENSG00000122786,7,+,protein_coding,yes,caldesmon 1
ELL2,1.26E-58,-0.782385129,0.374,0.622,4.82E-54,-0.248,0.503462021,1.585912668,ENSG00000118985,5,-,protein_coding,no,elongation factor for RNA polymerase II 2
3-Mar,3.00E-58,-0.57982532,0.176,0.465,1.15E-53,-0.289,0.166629618,0.743724266,ENSG00000173926,5,-,protein_coding,no,membrane associated ring-CH-type finger 3
WSB1,3.81E-58,-0.641184698,0.786,0.881,1.45E-53,-0.095,3.372772003,5.81981605,ENSG00000109046,17,+,protein_coding,no,WD repeat and SOCS box containing 1
SNHG8,4.09E-58,-0.74879581,0.702,0.856,1.56E-53,-0.154,2.479937587,4.847651124,ENSG00000269893,4,+,lncRNA,no,small nucleolar RNA host gene 8
SRSF7,4.27E-58,-0.759364251,0.56,0.722,1.63E-53,-0.162,0.925242921,2.258944409,ENSG00000115875,2,-,protein_coding,no,serine and arginine rich splicing factor 7
TSC22D2,1.07E-57,-0.673703029,0.308,0.553,4.08E-53,-0.245,0.315415701,1.09830126,ENSG00000196428,3,+,protein_coding,no,TSC22 domain family member 2
ATP1A1,2.23E-57,-0.668937609,0.599,0.722,8.50E-53,-0.123,1.062931187,2.27985789,ENSG00000163399,1,+,protein_coding,yes,ATPase Na+/K+ transporting subunit alpha 1
SNHG9,3.26E-57,-0.599627907,0.281,0.545,1.24E-52,-0.264,0.290069817,0.954875937,ENSG00000255198,16,+,lncRNA,no,small nucleolar RNA host gene 9
CBX4,7.21E-57,-0.588312881,0.191,0.46,2.75E-52,-0.269,0.147191884,0.724788667,ENSG00000141582,17,-,protein_coding,no,chromobox 4
HIST1H1A,8.96E-57,0.196088265,0.184,0.025,3.42E-52,0.159,0.176190383,0.026713269,ENSG00000124610,6,-,protein_coding,no,"H1.1 linker histone, cluster member"
TMOD2,9.37E-57,0.396482328,0.422,0.161,3.58E-52,0.261,0.564531448,0.188587678,ENSG00000128872,15,+,protein_coding,no,tropomodulin 2
TPI1,1.07E-56,-0.644750868,0.67,0.776,4.09E-52,-0.106,1.477197806,2.873022658,ENSG00000111669,12,+,protein_coding,no,triosephosphate isomerase 1
IQCN,1.37E-56,-0.454700792,0.017,0.263,5.24E-52,-0.246,0.02026745,0.398275051,ENSG00000130518,19,-,protein_coding,no,IQ motif containing N
GABARAPL1,1.44E-56,-0.756010316,0.628,0.784,5.49E-52,-0.156,1.315130996,2.909825291,ENSG00000139112,12,+,protein_coding,no,GABA type A receptor associated protein like 1
CTNNB1,1.51E-56,-0.59355206,0.684,0.8,5.77E-52,-0.116,1.459461277,2.711222251,ENSG00000168036,3,+,protein_coding,yes,catenin beta 1
AC016831.1,1.73E-56,-0.603697994,0.045,0.305,6.59E-52,-0.26,0.040083181,0.580517387,ENSG00000226380,7,-,lncRNA,no,novel transcript
CITED4,3.11E-56,0.407255028,0.429,0.177,1.19E-51,0.252,0.533269047,0.156171845,ENSG00000179862,1,-,protein_coding,no,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
MAP2K3,1.12E-55,-0.67874921,0.214,0.475,4.26E-51,-0.261,0.229574128,0.968242422,ENSG00000034152,17,+,protein_coding,no,mitogen-activated protein kinase kinase 3
AL034417.3,1.49E-55,-0.396749998,0.008,0.244,5.67E-51,-0.236,0.009196932,0.328646879,ENSG00000284716,1,-,lncRNA,no,novel transcript
AC245060.5,1.64E-55,0.486747234,0.287,0.076,6.27E-51,0.211,0.587672696,0.133014475,ENSG00000274422,22,-,lncRNA,no,novel transcript
EIF4EBP1,2.75E-55,0.390939614,0.43,0.178,1.05E-50,0.252,0.51261027,0.153566125,ENSG00000187840,8,+,protein_coding,no,eukaryotic translation initiation factor 4E binding protein 1
GSTT2B,2.86E-55,0.23100621,0.291,0.08,1.09E-50,0.211,0.244648481,0.060490824,ENSG00000133433,22,-,protein_coding,no,glutathione S-transferase theta 2B (gene/pseudogene)
JMJD6,3.79E-55,-0.489410945,0.19,0.468,1.44E-50,-0.278,0.205584752,0.692486142,ENSG00000070495,17,-,protein_coding,yes,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase"
FAM107B,5.42E-55,-0.759558704,0.387,0.593,2.07E-50,-0.206,0.462565973,1.476084255,ENSG00000065809,10,-,protein_coding,no,family with sequence similarity 107 member B
HSP90B1,7.09E-55,-0.908863107,0.827,0.9,2.71E-50,-0.073,3.940062356,8.275289804,ENSG00000166598,12,+,protein_coding,yes,heat shock protein 90 beta family member 1
EPHX1,1.12E-54,0.68316938,0.741,0.527,4.28E-50,0.214,2.324672675,1.070591461,ENSG00000143819,1,+,protein_coding,no,epoxide hydrolase 1
PITX1,2.65E-54,0.721907209,0.748,0.534,1.01E-49,0.214,2.431218693,1.080332124,ENSG00000069011,5,-,protein_coding,no,paired like homeodomain 1
MT-CYB,3.87E-54,0.692367296,0.978,0.99,1.48E-49,-0.012,96.1849926,59.14172518,ENSG00000198727,MT,+,protein_coding,no,mitochondrially encoded cytochrome b
ATP2A2,4.08E-54,-0.707651642,0.613,0.758,1.56E-49,-0.145,1.25860652,2.688628763,ENSG00000174437,12,+,protein_coding,no,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
AC100793.2,4.37E-54,0.276686807,0.279,0.074,1.67E-49,0.205,0.30717032,0.079048959,ENSG00000267042,17,+,lncRNA,no,"novel transcript, antisense to CCR10"
BAIAP2,5.21E-54,-0.465230609,0.154,0.429,1.99E-49,-0.275,0.166670866,0.610633476,ENSG00000175866,17,+,protein_coding,yes,BAR/IMD domain containing adaptor protein 2
DBP,1.21E-53,0.350190033,0.373,0.132,4.62E-49,0.241,0.473048781,0.155578425,ENSG00000105516,19,-,protein_coding,no,D-box binding PAR bZIP transcription factor
MT-ND2,1.27E-53,0.625362623,0.974,0.985,4.86E-49,-0.011,42.975527,27.50743514,ENSG00000198763,MT,+,protein_coding,no,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2
FTX,1.88E-53,0.661781843,0.697,0.427,7.16E-49,0.27,2.030877764,0.91580912,ENSG00000230590,X,-,lncRNA,no,"FTX transcript, XIST regulator"
DYRK3,2.78E-53,-0.52545847,0.117,0.381,1.06E-48,-0.264,0.098017551,0.580476501,ENSG00000143479,1,+,protein_coding,no,dual specificity tyrosine phosphorylation regulated kinase 3
KANSL1-AS1,5.39E-53,0.202249178,0.183,0.028,2.06E-48,0.155,0.168671012,0.015802326,ENSG00000214401,17,+,lncRNA,no,KANSL1 antisense RNA 1
PCF11,7.48E-53,-0.609809514,0.404,0.631,2.85E-48,-0.227,0.533962658,1.34091553,ENSG00000165494,11,+,protein_coding,no,PCF11 cleavage and polyadenylation factor subunit
KPNA2,1.26E-52,-0.656874521,0.108,0.359,4.81E-48,-0.251,0.073214159,0.692097282,ENSG00000182481,17,+,protein_coding,no,karyopherin subunit alpha 2
IER5,1.49E-52,-0.632758378,0.266,0.526,5.67E-48,-0.26,0.381626123,1.142248206,ENSG00000162783,1,+,protein_coding,no,immediate early response 5
UGDH,2.41E-52,-0.645901084,0.262,0.508,9.20E-48,-0.246,0.270293395,0.987648752,ENSG00000109814,4,-,protein_coding,no,UDP-glucose 6-dehydrogenase
AC099791.2,4.09E-52,0.13906407,0.146,0.014,1.56E-47,0.132,0.121381698,0.018335789,ENSG00000271200,1,-,lncRNA,no,novel transcript
MYLIP,4.10E-52,-0.595344082,0.303,0.543,1.56E-47,-0.24,0.321322069,0.996296821,ENSG00000007944,6,+,protein_coding,yes,myosin regulatory light chain interacting protein
TENT5C,5.93E-52,-0.406059747,0.089,0.349,2.26E-47,-0.26,0.082534478,0.434425183,ENSG00000183508,1,+,protein_coding,no,terminal nucleotidyltransferase 5C
SRSF6,7.86E-52,-0.578138982,0.321,0.564,3.00E-47,-0.243,0.399754978,1.089725277,ENSG00000124193,20,+,protein_coding,no,serine and arginine rich splicing factor 6
CYCS,9.05E-52,-0.778918096,0.488,0.667,3.45E-47,-0.179,0.846296821,2.167956671,ENSG00000172115,7,-,protein_coding,no,"cytochrome c, somatic"
CXCL2,1.43E-51,-1.012790077,0.05,0.293,5.45E-47,-0.243,0.164143427,1.349019829,ENSG00000081041,4,-,protein_coding,no,C-X-C motif chemokine ligand 2
SDCBP,3.09E-51,-0.653926163,0.645,0.754,1.18E-46,-0.109,1.285707944,2.596434273,ENSG00000137575,8,+,protein_coding,yes,syndecan binding protein
PIM1,6.21E-51,-0.626846984,0.201,0.457,2.37E-46,-0.256,0.202417729,0.856757196,ENSG00000137193,6,+,protein_coding,yes,"Pim-1 proto-oncogene, serine/threonine kinase"
UBB,6.98E-51,-0.704270757,0.804,0.885,2.66E-46,-0.081,5.920468684,10.27566412,ENSG00000170315,17,+,protein_coding,yes,ubiquitin B
PNP,7.25E-51,-0.525262252,0.056,0.296,2.77E-46,-0.24,0.033563211,0.487499183,ENSG00000198805,14,+,protein_coding,no,purine nucleoside phosphorylase
FOSL1,8.79E-51,-0.381020816,0.025,0.252,3.35E-46,-0.227,0.01092589,0.316491361,ENSG00000175592,11,-,protein_coding,no,"FOS like 1, AP-1 transcription factor subunit"
OSMR,1.63E-50,-0.775313889,0.512,0.714,6.22E-46,-0.202,0.876355683,2.211499831,ENSG00000145623,5,+,protein_coding,yes,oncostatin M receptor
CYP1B1,2.84E-50,-0.80450005,0.76,0.88,1.08E-45,-0.12,3.893824223,7.547261927,ENSG00000138061,2,-,protein_coding,no,cytochrome P450 family 1 subfamily B member 1
H2AFX,3.27E-50,-0.793795844,0.261,0.488,1.25E-45,-0.227,0.270408477,1.202417973,ENSG00000188486,11,-,protein_coding,no,H2A.X variant histone
FOSL2,1.06E-49,-0.59089098,0.381,0.618,4.02E-45,-0.237,0.555832209,1.343358137,ENSG00000075426,2,+,protein_coding,no,"FOS like 2, AP-1 transcription factor subunit"
ODC1,1.11E-49,-0.741076273,0.413,0.59,4.22E-45,-0.177,0.514096466,1.53069457,ENSG00000115758,2,-,protein_coding,no,ornithine decarboxylase 1
HBEGF,1.24E-49,-0.610246562,0.11,0.361,4.72E-45,-0.251,0.098075507,0.676234306,ENSG00000113070,5,-,protein_coding,yes,heparin binding EGF like growth factor
RPP25,2.27E-49,0.22725293,0.262,0.073,8.66E-45,0.189,0.233238284,0.053506089,ENSG00000178718,15,-,protein_coding,no,ribonuclease P and MRP subunit p25
AL353795.3,2.56E-49,-0.316628587,0.022,0.247,9.78E-45,-0.225,0.020390534,0.270811462,ENSG00000279608,9,-,TEC,no,TEC
NXF1,8.61E-49,-0.516354838,0.208,0.452,3.29E-44,-0.244,0.16894407,0.671983652,ENSG00000162231,11,-,protein_coding,no,nuclear RNA export factor 1
HERC5,1.59E-48,0.313383587,0.359,0.133,6.06E-44,0.226,0.421752925,0.144158709,ENSG00000138646,4,+,protein_coding,no,HECT and RLD domain containing E3 ubiquitin protein ligase 5
NUPR1,1.61E-48,0.689102554,0.852,0.797,6.14E-44,0.055,6.092349454,3.398955686,ENSG00000176046,16,-,protein_coding,no,"nuclear protein 1, transcriptional regulator"
HNRNPU,2.14E-48,-0.703919226,0.806,0.88,8.15E-44,-0.074,2.858225001,5.284755006,ENSG00000153187,1,-,protein_coding,no,heterogeneous nuclear ribonucleoprotein U
KANSL1,2.22E-48,0.462809768,0.625,0.354,8.46E-44,0.271,1.099504968,0.523341537,ENSG00000120071,17,-,protein_coding,no,KAT8 regulatory NSL complex subunit 1
CFD,2.31E-48,0.901891231,0.517,0.25,8.80E-44,0.267,3.279715028,1.29043799,ENSG00000197766,19,+,protein_coding,no,complement factor D
HIST2H2AC,3.90E-48,0.366627934,0.391,0.163,1.49E-43,0.228,0.466723407,0.137580705,ENSG00000184260,1,+,protein_coding,no,H2A clustered histone 20
NASP,4.40E-48,-0.5562939,0.549,0.719,1.68E-43,-0.17,0.912826888,1.81278682,ENSG00000132780,1,+,protein_coding,no,nuclear autoantigenic sperm protein
PCP4,5.94E-48,0.930771105,0.347,0.136,2.27E-43,0.211,1.541329369,0.333125188,ENSG00000183036,21,+,protein_coding,no,Purkinje cell protein 4
LEPR,6.67E-48,-0.955050103,0.648,0.833,2.54E-43,-0.185,5.220498656,11.05935081,ENSG00000116678,1,+,protein_coding,no,leptin receptor
CFH,7.33E-48,-0.738532752,0.81,0.903,2.80E-43,-0.093,4.980357438,8.978095431,ENSG00000000971,1,+,protein_coding,no,complement factor H
AL078604.2,9.61E-48,-0.359573386,0.004,0.21,3.67E-43,-0.206,0.012372071,0.298920378,ENSG00000237927,6,-,lncRNA,no,novel transcript
INSIG1,1.12E-47,-0.528506284,0.118,0.362,4.26E-43,-0.244,0.095759723,0.580562148,ENSG00000186480,7,+,protein_coding,no,insulin induced gene 1
TNFRSF12A,1.38E-47,-0.718102289,0.074,0.311,5.26E-43,-0.237,0.079977338,0.776580829,ENSG00000006327,16,+,protein_coding,yes,TNF receptor superfamily member 12A
LINC01116,1.82E-47,-0.263189804,0.021,0.236,6.96E-43,-0.215,0.029846697,0.235949158,ENSG00000163364,2,-,lncRNA,no,long intergenic non-protein coding RNA 1116
EIF4G2,2.00E-47,-0.423576936,0.776,0.852,7.62E-43,-0.076,2.338108051,3.47723359,ENSG00000110321,11,-,protein_coding,no,eukaryotic translation initiation factor 4 gamma 2
TKT,2.91E-47,0.684857486,0.719,0.569,1.11E-42,0.15,2.206784694,0.994835812,ENSG00000163931,3,-,protein_coding,no,transketolase
FAM53C,8.95E-47,-0.545898017,0.249,0.484,3.42E-42,-0.235,0.25251555,0.828583531,ENSG00000120709,5,+,protein_coding,no,family with sequence similarity 53 member C
IL6,8.98E-47,-1.069400177,0.047,0.275,3.42E-42,-0.228,0.105920308,1.320840869,ENSG00000136244,7,+,protein_coding,no,interleukin 6
TOB1,1.06E-46,-0.621014495,0.533,0.691,4.04E-42,-0.158,1.04533109,2.145629802,ENSG00000141232,17,-,protein_coding,no,"transducer of ERBB2, 1"
TRIM72,2.07E-46,-0.331999375,0.007,0.208,7.91E-42,-0.201,0.007611726,0.268337938,ENSG00000177238,16,+,protein_coding,no,tripartite motif containing 72
ID2,2.10E-46,-0.942110936,0.44,0.628,8.00E-42,-0.188,0.784044679,2.427751879,ENSG00000115738,2,+,protein_coding,no,inhibitor of DNA binding 2
ZNF737,2.36E-46,0.153697043,0.19,0.036,8.99E-42,0.154,0.156627732,0.03974342,ENSG00000237440,19,-,protein_coding,no,zinc finger protein 737
HRC,3.23E-46,0.245669872,0.204,0.045,1.23E-41,0.159,0.233858623,0.040666082,ENSG00000130528,19,-,protein_coding,no,histidine rich calcium binding protein
PSIP1,3.84E-46,0.567304394,0.638,0.43,1.47E-41,0.208,1.305316505,0.555804132,ENSG00000164985,9,-,protein_coding,no,PC4 and SFRS1 interacting protein 1
EIF5,4.19E-46,-0.542698768,0.697,0.812,1.60E-41,-0.115,1.914286841,3.245226855,ENSG00000100664,14,+,protein_coding,yes,eukaryotic translation initiation factor 5
HCG11,4.39E-46,0.364704538,0.483,0.232,1.67E-41,0.251,0.665927097,0.293805481,ENSG00000228223,6,+,lncRNA,no,HLA complex group 11
RAMP2-AS1,7.31E-46,0.461954588,0.538,0.29,2.79E-41,0.248,0.859065271,0.34968509,ENSG00000197291,17,-,lncRNA,no,RAMP2 antisense RNA 1
MORF4L2,7.72E-46,-0.632666015,0.622,0.732,2.94E-41,-0.11,1.135192282,2.310460718,ENSG00000123562,X,-,protein_coding,yes,mortality factor 4 like 2
PTGDS,1.23E-45,1.290900785,0.834,0.731,4.70E-41,0.103,46.87459593,18.56614482,ENSG00000107317,9,+,protein_coding,no,prostaglandin D2 synthase
MT1M,1.48E-45,-1.563286467,0.463,0.637,5.63E-41,-0.174,1.47715164,6.320634283,ENSG00000205364,16,+,protein_coding,no,metallothionein 1M
SLC20A1,1.64E-45,-0.521165081,0.198,0.441,6.24E-41,-0.243,0.171555736,0.681315732,ENSG00000144136,2,+,protein_coding,yes,solute carrier family 20 member 1
NABP1,2.66E-45,-0.678756108,0.294,0.537,1.01E-40,-0.243,0.445894582,1.314528743,ENSG00000173559,2,+,protein_coding,no,nucleic acid binding protein 1
GTF2B,8.54E-45,-0.607031713,0.258,0.472,3.26E-40,-0.214,0.270047824,0.934438062,ENSG00000137947,1,-,protein_coding,no,general transcription factor IIB
CLIP4,1.16E-44,0.380757974,0.484,0.234,4.41E-40,0.25,0.669217006,0.282015362,ENSG00000115295,2,+,protein_coding,no,CAP-Gly domain containing linker protein family member 4
TLE4,1.65E-44,-0.576995801,0.433,0.636,6.28E-40,-0.203,0.571520446,1.344299415,ENSG00000106829,9,+,protein_coding,no,"TLE family member 4, transcriptional corepressor"
N4BP2L2,2.22E-44,0.591660184,0.826,0.734,8.47E-40,0.092,3.30526785,1.8568847,ENSG00000244754,13,-,protein_coding,no,NEDD4 binding protein 2 like 2
SERPINF1,2.45E-44,-0.529960541,0.655,0.822,9.36E-40,-0.167,2.588530855,4.181442751,ENSG00000132386,17,+,protein_coding,no,serpin family F member 1
MEDAG,5.70E-44,-0.73171898,0.193,0.433,2.18E-39,-0.24,0.283217218,1.130931747,ENSG00000102802,13,+,protein_coding,no,mesenteric estrogen dependent adipogenesis
QPRT,6.15E-44,0.294308422,0.401,0.173,2.35E-39,0.228,0.439321145,0.173713346,ENSG00000103485,16,+,protein_coding,no,quinolinate phosphoribosyltransferase
VEGFA,9.39E-44,-0.550172887,0.293,0.523,3.58E-39,-0.23,0.346282695,0.971309457,ENSG00000112715,6,+,protein_coding,no,vascular endothelial growth factor A
NEAT1,3.05E-43,-0.449940511,0.883,0.93,1.16E-38,-0.047,56.17767589,77.10378639,ENSG00000245532,11,+,lncRNA,no,nuclear paraspeckle assembly transcript 1
